,init_b1,init_h1,init_h2,init_prevac,init_postvac,param_b1,param_h1,param_h2,param_prevac,param_postvac,RSE,MSE,MAE,SSE,MAPE
0,0.17383878657506835,0.27015088565858764,0.918577425940572,0.2908084057864903,0.2399899474034346,-7.850762384267265e-21,0.5126165179081718,2.3112459093311752,0.019008882135984027,2.020820695200229,9.100587508266672,1905486.826745117,1353.7967892851218,205792577.28847265,135379.67892851218
1,0.7271439473188205,0.38120989266333966,0.7944853372666932,0.07250306320939619,0.034256698512440745,-1.5208298398848247e-28,2.117976606809597,1.4897978982168865,-8.470329472543003e-21,6.018531076210112e-36,9.1005875901177,1905486.8438831377,1353.796794984169,205792579.13937888,135379.6794984169
2,0.6437734337219572,0.0849937736694664,0.8567369209195214,0.533070270142548,0.6577215326729873,-9.685684298574983e-20,-9.624523743359393e-20,1.9646992991895178,-9.521350271842556e-20,0.13287913548104166,9.10058759298584,1905486.8444836708,1353.7967951727446,205792579.20423645,135379.67951727446
3,0.4366815600725884,0.6032564047506324,0.5316935177690374,0.8608375166919974,0.5812747430279902,4.51941060488692e-19,1.7801053544703542,1.9342119897502668,1.363020437045693,0.14846546689192702,9.100587590808397,1905486.8440277562,1353.7967950266723,205792579.15499768,135379.67950266722
4,0.9654039334428267,0.1488934026430423,0.010879059049942085,0.722443605752731,0.3681853399384626,-2.3118384142352558e-18,0.944752806352095,1.6673893109599762,1.3266884979681615,1.7937997242580102,9.10058758910428,1905486.8436709472,1353.7967949241302,205792579.1164623,135379.679492413
5,0.007578310349317585,0.8529090114584242,0.43062411577977694,0.4892792691546412,0.8895456441567058,-5.778822905513852e-19,0.4719099305325786,2.493006466382101,0.310280809292249,0.2323399279498152,9.100587596950785,1905486.8453138534,1353.796795417737,205792579.29389617,135379.67954177372
6,0.379809255247055,0.7115550326311706,0.3320188538515416,0.3150763676385565,0.7355563730794483,-4.42379729172059e-20,0.995935250587366,0.07678635496328444,-4.658681209898652e-20,2.117404876754174,9.100587573137412,1905486.8403277944,1353.7967938988224,205792578.7554018,135379.67938988225
7,0.8593457602324464,0.9483421805875004,0.6406556482244093,0.11378820150923719,0.45618138338408754,5.421414858893944e-21,1.5370625850853215e-17,1.3668973803096806e-19,0.010051422100221984,0.031026383665930586,9.100587592762208,1905486.8444368467,1353.79679515862,205792579.19917944,135379.679515862
8,0.2107759890033357,0.5386283061597413,0.11706438741934186,0.6501943945082752,0.9307481868170026,-3.766127841836759e-21,0.48982304360257517,-1.9765000345145016e-21,2.6789391826452933,0.09969863974983412,9.100587592741993,1905486.8444326138,1353.7967951516925,205792579.1987223,135379.67951516926
9,0.566097462535069,0.44771714960762365,0.27837766089809857,0.9899296397981523,0.1961395870079031,9.69935911657353e-21,1.7347234758535552e-22,-1.5480268672982088e-24,0.0009917796806324564,0.030761894452198707,9.100587592767692,1905486.8444379945,1353.7967951589726,205792579.19930342,135379.67951589727
